Finalized HDI table (from 3A and 3B),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Haiti,0.493,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Uganda,0.493,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Sudan,0.49,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,Togo,0.487,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,Benin,0.485,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Yemen,0.482,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Afghanistan,0.479,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Malawi,0.476,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Côte d'Ivoire,0.474,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Djibouti,0.473,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Gambia,0.452,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Ethiopia,0.448,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Mali,0.442,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,"Congo, Democratic Republic of the",0.435,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Liberia,0.427,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Guinea Bissau,0.424,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Eritrea,0.42,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Sierra Leone,0.42,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Mozambique,0.418,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,South Sudan,0.418,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Guinea,0.414,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Burundi,0.404,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Burkina Faso,0.402,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Chad,0.396,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Niger,0.353,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,Central African Republic,0.352,Low Human Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
____________________________,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merged Dataframe between Procrastination and HDI Data from Wikipedia (from 3C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Country,Age,Gender,Kids,Edu,WorkStatus,AnnualIncome,Occupation,YrsHeld,MthsHeld,CommSize,MaritalStat,Sons,Daughters,DP1,DP2,DP3,DP4,DP5,AIP1,AIP2,AIP3,AIP4,AIP5,AIP6,AIP7,AIP8,AIP9,AIP10,AIP11,AIP12,AIP13,AIP14,AIP15,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP9,GP10,GP11,GP12,GP13,GP14,GP15,GP16,GP17,GP18,GP19,GP20,SWLS1,SWLS2,SWLS3,SWLS4,SWLS5,SelfView,OthersView,OccupationCategrory,DPMean,AIPMean,GPMean,SWLSMean,HDI,Category
1,Afghanistan,55,3,Yes Kids,ma,3,150000,NA,2,0,Large Town,Married,4,2,4,4,4,3,3,3,4,5,4,3,4,3,5,4,3,5,5,1,5,4,4,4,5,3,1,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,3,2,2,2,yes,yes,Other,3.6,3.866666667,3.7,2.4,0.479,Low Human Development
2,Afghanistan,80,2,No Kids,grade,7,10000,NA,0,0,Medium-Sized,Single,0,0,2,3,2,3,5,2,2,3,4,2,2,2,1,1,3,5,4,3,3,4,4,4,1,4,4,4,4,3,2,2,3,3,2,3,2,4,4,4,3,4,2,4,3,3,2,yes,no,Other,3,2.733333333,3.2,2.8,0.479,Low Human Development
3,Afghanistan,55,3,No Kids,deg,3,87500,NA,2,6,Large Town,Married,0,0,3,3,3,4,3,3,2,2,2,3,2,3,3,2,3,4,2,4,2,3,4,2,4,3,3,3,3,4,4,2,2,3,2,4,3,4,3,3,4,4,3,2,2,3,2,yes,no,Other,3.2,2.666666667,3.2,2.4,0.479,Low Human Development
4,Afghanistan,55,2,Yes Kids,deg,3,10000,NA,7,0,Village,Divorced,4,0,4,3,4,3,2,1,2,1,4,3,5,4,4,3,3,3,4,3,3,3,3,2,2,5,3,3,3,5,3,1,2,3,1,1,3,3,3,4,3,3,1,1,1,3,1,no,yes,Other,3.2,3.066666667,2.8,1.4,0.479,Low Human Development
5,Albania,45,2,No Kids,ltuni,3,150000,NA,2,0,Large Town,Single,0,0,3,3,5,3,3,3,1,2,1,2,2,2,2,1,2,3,2,2,1,5,5,3,2,2,5,4,5,5,5,1,3,4,5,5,5,4,3,4,4,4,3,3,3,4,2,yes,no,Other,3.4,2.066666667,3.9,3,0.764,High Human Development
6,Albania,67.5,3,Yes Kids,deg,4,87500,Media Consultant,4,0,Large-City,Divorced,0,2,4,3,2,2,1,4,1,5,1,2,1,1,3,2,3,3,1,3,1,5,4,1,2,2,3,2,2,2,4,1,2,4,4,4,4,4,4,3,4,4,3,4,3,5,4,yes,no,Consultant,2.4,2.4,3,3.8,0.764,High Human Development
7,Algeria,55,2,Yes Kids,dip,3,55000,Assoc. Governmental Program Analyst,28,0,Large-City,Married,0,4,3,2,1,1,1,2,1,1,3,3,5,1,2,3,3,1,1,1,2,3,3,1,1,3,4,1,2,2,3,1,3,3,2,2,3,3,2,3,3,2,3,3,4,4,5,yes,no,Analyst,1.6,2.133333333,2.35,3.8,0.745,High Human Development
8,Algeria,45,3,Yes Kids,ma,3,35000,NA,10,0,Village,Married,2,0,4,4,5,4,4,4,1,4,1,3,3,4,2,3,3,3,1,5,3,3,3,2,4,3,3,4,4,2,4,3,2,4,4,2,4,4,4,4,4,4,3,3,4,4,4,yes,yes,Other,4.2,2.866666667,3.4,3.6,0.745,High Human Development
9,Algeria,37.5,2,No Kids,deg,3,67500,NA,9,6,Village,Married,0,0,4,4,5,5,4,1,2,5,4,2,3,3,3,1,3,5,3,2,3,3,4,2,4,3,4,5,2,5,3,1,5,3,1,3,4,5,4,3,2,5,5,5,5,3,3,yes,no,Other,4.4,2.866666667,3.4,4.2,0.745,High Human Development
10,Andorra,80,3,No Kids,ma,5,45000,retired,17,0,Medium-Sized,Single,0,0,2,1,1,2,1,1,1,3,2,1,1,1,1,3,1,2,2,1,1,1,3,3,1,1,1,1,2,1,3,1,5,3,2,2,1,4,4,1,1,1,4,4,4,4,4,no,no,Other,1.4,1.466666667,2.05,4,0.858,Very High Human Development
11,Andorra,55,3,Yes Kids,ma,3,250000,Finance,23,0,Large-City,Married,0,5,2,2,2,2,2,1,2,3,2,2,2,2,3,2,2,4,4,3,2,2,3,2,2,2,2,2,3,3,3,2,2,3,2,2,2,3,4,3,2,4,3,4,4,4,3,no,no,Finance,2,2.4,2.55,3.6,0.858,Very High Human Development
12,Antigua,32.5,3,Yes Kids,dip,3,25000,NA,6,0,Rural/Country,Divorced,2,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,4,2,4,2,4,2,2,3,3,4,4,4,2,2,4,2,4,2,2,2,2,2,yes,yes,Other,3,3,3,2,NA,NA
13,Argentina,45,3,Yes Kids,deg,3,55000,NA,7,0,Village,Married,1,2,4,4,4,3,2,1,1,3,4,3,5,5,3,4,3,2,3,3,3,2,4,3,1,3,2,2,2,3,4,2,2,4,3,3,4,3,2,4,4,4,4,4,3,4,3,yes,yes,Other,3.4,3,2.95,3.6,0.827,Very High Human Development
14,Argentina,16.5,2,No Kids,lthigh,6,10000,NA,1,0,Small Town,Single,0,0,2,3,2,1,1,3,2,3,2,3,5,3,3,2,4,3,3,4,3,1,4,3,2,3,2,2,5,4,4,2,2,4,3,3,4,4,3,3,4,4,3,4,4,4,2,yes,no,Other,1.8,2.933333333,3.25,3.4,0.827,Very High Human Development
15,Argentina,32.5,2,No Kids,deg,3,67500,manager,3,0,Large-City,Single,0,0,2,1,2,2,2,1,1,1,1,5,4,1,2,2,2,3,1,2,1,1,3,2,1,4,3,2,2,2,3,5,4,1,1,1,2,2,2,2,3,2,3,4,3,4,4,yes,no,Manager,1.8,1.866666667,2.35,3.6,0.827,Very High Human Development
16,Argentina,67.5,3,Yes Kids,,4,150000,BUSINESS CONSULTA,12,0,Small Town,Married,3,0,3,3,3,3,3,1,2,4,4,3,2,3,3,3,3,1,3,2,3,3,3,3,3,1,2,1,2,2,3,4,2,3,2,4,3,5,3,2,2,2,3,3,4,4,3,,no,Consultant,3,2.666666667,2.6,3.4,0.827,Very High Human Development
17,Australia,55,3,Yes Kids,ma,3,35000,NA,3,5,,Married,0,2,4,4,4,4,4,2,1,3,2,3,3,3,4,3,3,4,2,4,1,2,4,3,4,4,4,2,4,4,4,2,2,4,3,4,3,5,4,4,3,5,4,5,4,5,4,yes,yes,Other,4,2.666666667,3.6,4.4,0.939,Very High Human Development
18,Australia,55,2,Yes Kids,ma,6,15000,NA,2,2,Medium-Sized,Married,0,2,3,2,2,1,1,1,1,3,3,2,1,1,3,1,2,3,3,2,1,1,2,1,2,2,2,2,1,2,2,2,3,2,2,3,3,2,2,4,1,2,4,3,5,5,3,yes,no,Other,1.8,1.866666667,2.1,4,0.939,Very High Human Development
19,Australia,37.5,3,No Kids,high,3,150000,NA,6,3,Village,Single,0,0,2,3,2,2,2,1,1,2,2,3,2,1,1,2,2,2,1,3,1,2,2,2,2,2,2,2,2,3,2,1,1,2,1,1,1,3,2,2,2,2,2,3,3,3,1,no,no,Other,2.2,1.733333333,1.85,2.4,0.939,Very High Human Development
20,Australia,28,3,No Kids,deg,6,15000,NA,0,3,Small Town,Married,0,0,3,3,3,2,2,2,3,4,3,4,5,5,4,3,3,3,3,3,3,3,3,1,2,5,3,3,3,3,4,3,3,3,3,3,4,2,2,3,3,4,3,4,4,3,3,yes,yes,Other,2.6,3.4,3,3.4,0.939,Very High Human Development
21,Australia,32.5,2,Yes Kids,phd,6,45000,NA,4,6,Village,Married,0,1,3,3,5,5,5,3,1,3,2,5,4,3,5,4,5,3,3,3,1,4,4,3,1,2,3,1,5,5,5,1,3,5,3,3,5,1,1,5,4,5,3,2,2,3,2,yes,no,Other,4.2,3.266666667,3.25,2.4,0.939,Very High Human Development
22,Australia,20,2,No Kids,ltuni,6,10000,NA,2,0,Village,Single,0,0,1,3,2,2,2,2,2,1,3,1,1,1,4,1,2,2,2,5,2,5,3,1,2,5,5,2,5,2,5,1,3,5,2,2,2,5,5,5,3,4,5,4,5,5,5,yes,no,Other,2,2.266666667,3.35,4.8,0.939,Very High Human Development
23,Australia,45,3,Yes Kids,deg,3,67500,Physiotherapst,13,0,Large-City,Married,1,3,4,3,2,3,3,1,3,3,3,4,4,4,4,4,5,3,3,2,3,3,5,3,4,4,3,3,4,4,4,4,4,5,2,3,4,5,2,4,4,5,3,4,3,5,3,yes,yes,Other,3,3.266666667,3.8,3.6,0.939,Very High Human Development
24,Australia,23,3,No Kids,deg,6,10000,NA,0,0,Small Town,Single,0,0,3,4,4,4,4,1,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,3,2,5,1,1,1,2,5,4,4,2,1,2,3,4,3,3,4,4,2,2,2,2,1,yes,yes,Other,3.8,3.666666667,2.9,1.8,0.939,Very High Human Development
25,Australia,37.5,3,Yes Kids,deg,3,55000,Technical Writer,7,6,Large-City,Married,1,1,3,2,3,1,1,1,1,2,2,3,3,3,3,2,3,2,2,1,2,2,3,1,1,2,1,2,3,3,3,1,1,4,1,2,3,2,2,3,2,3,2,2,2,4,2,yes,yes,Writer,2,2.133333333,2.15,2.4,0.939,Very High Human Development
26,Australia,37.5,3,Yes Kids,deg,3,150000,engineer,9,0,Large-City,Married,1,1,5,5,5,5,5,2,2,3,2,5,3,5,5,5,5,2,2,3,2,4,5,2,2,3,3,4,4,4,5,2,2,5,3,2,5,3,3,5,5,4,2,2,2,2,2,yes,yes,Other,5,3.333333333,3.55,2,0.939,Very High Human Development
27,Australia,45,2,No Kids,phd,3,150000,manager,1,0,Large-City,Married,0,0,3,2,4,3,3,1,1,4,5,3,1,2,3,1,5,2,3,2,2,3,3,2,3,1,1,3,3,3,2,3,3,3,1,3,3,4,2,5,3,3,3,5,2,3,3,yes,no,Manager,3,2.533333333,2.7,3.2,0.939,Very High Human Development
28,Australia,28,3,No Kids,deg,3,67500,Market Analyst,1,6,Large-City,Single,0,0,4,4,4,4,4,1,1,2,3,5,5,4,4,5,5,3,3,2,2,3,5,4,4,4,4,3,4,4,3,2,4,4,2,4,4,4,4,4,4,4,2,3,2,2,2,yes,yes,Analyst,4,3.2,3.75,2.2,0.939,Very High Human Development
29,Australia,32.5,2,No Kids,ma,3,45000,Office Manager / Accountant,6,0,Large-City,Single,0,0,2,2,3,1,1,1,1,3,3,1,1,1,2,2,2,3,1,2,1,1,1,1,1,3,1,2,2,2,2,1,4,2,3,3,2,2,2,3,2,3,3,2,3,4,2,no,no,Manager,1.8,1.666666667,2.1,2.8,0.939,Very High Human Development
30,Australia,22,2,No Kids,deg,3,25000,Administration Assistant,0,5,Large-City,Single,0,0,4,4,4,3,3,1,2,4,5,4,3,5,3,4,5,2,3,3,1,5,3,1,3,4,1,2,5,3,4,4,4,4,1,2,3,3,2,4,3,3,3,3,2,2,1,yes,yes,Other,3.6,3.333333333,2.95,2.2,0.939,Very High Human Development
31,Australia,28,2,No Kids,deg,4,67500,Market Analyst,2,0,Large Town,Single,0,0,1,4,2,2,2,5,3,1,5,4,5,5,4,4,2,4,2,5,5,5,1,5,3,4,5,3,5,3,4,3,3,4,5,5,4,5,5,4,4,4,4,5,4,3,3,yes,yes,Analyst,2.2,3.933333333,3.95,3.8,0.939,Very High Human Development
32,Australia,37.5,3,No Kids,deg,6,10000,NA,2,0,Large-City,Single,0,0,5,5,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,1,1,4,5,5,5,5,1,5,1,1,1,1,yes,yes,Other,5,4.666666667,3.95,1.8,0.939,Very High Human Development
33,Australia,45,3,Yes Kids,deg,3,87500,IT Manager,13,0,Small City,Married,1,2,3,3,4,3,3,2,3,5,4,3,4,4,4,3,4,4,5,5,4,3,4,1,3,5,2,2,3,4,4,4,2,3,4,4,3,4,2,4,3,4,4,4,4,4,3,yes,yes,Manager,3.2,3.8,3.25,3.8,0.939,Very High Human Development
34,Australia,24,2,Yes Kids,high,4,25000,Customer Service,6,2,Large-City,Single,1,0,3,3,5,2,2,1,1,1,4,4,1,2,3,3,5,4,3,5,3,2,5,1,2,5,3,4,5,4,4,5,5,3,1,4,3,2,2,4,5,5,4,4,4,4,5,yes,yes,Other,3,2.8,3.6,4.2,0.939,Very High Human Development
35,Australia,32.5,3,Yes Kids,phd,3,67500,IT Support,3,0,Large-City,Married,1,1,5,3,4,4,5,4,2,3,3,4,1,3,3,4,5,3,2,3,1,5,4,3,2,2,2,2,4,2,4,2,4,5,3,4,5,4,4,5,4,4,3,3,2,4,5,yes,no,Other,4.2,3.066666667,3.45,3.4,0.939,Very High Human Development
36,Australia,45,2,Yes Kids,ltuni,NA,NA,NA,0,0,Small City,Married,2,1,5,4,3,3,3,1,1,4,3,3,1,3,2,3,3,3,2,4,2,1,3,1,4,2,4,3,3,4,4,4,4,2,2,4,4,4,4,3,1,4,4,4,3,3,2,no,yes,Other,3.6,2.4,3.2,3.2,0.939,Very High Human Development
37,Australia,45,3,Yes Kids,deg,3,150000,engineer,10,0,Large-City,Divorced,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,4,2,3,4,3,3,4,4,4,3,4,4,3,4,4,4,3,4,4,4,3,3,3,3,2,yes,yes,Other,4,3.6,3.6,2.8,0.939,Very High Human Development
38,Australia,37.5,2,No Kids,deg,6,15000,NA,2,0,Medium-Sized,Single,0,0,3,4,3,3,3,1,1,3,2,3,1,3,3,2,3,3,3,4,3,3,3,3,2,2,3,3,3,3,4,3,3,4,3,3,4,3,2,3,3,3,4,3,4,5,3,yes,yes,Other,3.2,2.533333333,3,3.8,0.939,Very High Human Development
39,Australia,45,3,No Kids,ltuni,3,67500,Internet & media consultant,8,0,Large-City,Married,0,0,3,3,2,3,3,1,1,4,2,2,1,2,3,2,4,1,1,2,1,3,3,2,3,2,1,3,3,3,3,2,2,3,2,3,3,5,5,3,3,2,2,3,3,1,4,no,no,Consultant,2.8,2,2.8,2.6,0.939,Very High Human Development
40,Australia,25,3,No Kids,deg,6,10000,NA,0,0,Large-City,Single,0,0,2,1,1,1,1,1,1,5,4,4,2,5,4,5,5,1,1,1,1,1,1,1,3,2,1,4,4,1,4,5,4,5,1,1,4,4,1,2,5,5,3,4,2,4,2,yes,yes,Other,1.2,2.733333333,2.9,3,0.939,Very High Human Development
41,Australia,32.5,2,Yes Kids,dip,4,55000,Business Owner,5,0,Large-City,Separated,0,1,3,2,4,2,2,3,1,3,1,3,4,3,4,3,3,2,1,3,1,4,3,1,2,1,4,3,5,3,4,1,1,4,3,2,3,5,5,3,3,3,2,2,2,2,2,yes,yes,Other,2.6,2.6,2.95,2,0.939,Very High Human Development
42,Australia,32.5,3,No Kids,ma,3,55000,Information Technology Consultant,3,0,Small City,Married,0,0,4,4,5,5,5,1,1,5,2,5,3,5,5,5,5,3,1,2,1,2,4,3,2,2,4,3,5,5,5,4,2,5,1,3,4,5,4,5,5,4,2,5,3,3,4,yes,yes,Consultant,4.6,3.066666667,3.75,3.4,0.939,Very High Human Development
43,Australia,24,3,No Kids,ltuni,6,10000,NA,0,0,Large Town,Single,0,0,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,yes,yes,Other,5,4.466666667,5,1,0.939,Very High Human Development
44,Australia,21,2,No Kids,deg,6,10000,NA,4,6,Large-City,Single,0,0,5,5,4,4,5,4,5,5,5,5,3,5,5,5,5,5,5,5,5,5,2,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,1,1,1,1,yes,yes,Other,4.6,4.8,4.75,1,0.939,Very High Human Development
45,Australia,22,2,No Kids,high,3,25000,Housekeeping,0,6,Large-City,Single,0,0,3,1,5,2,3,1,1,5,1,2,1,5,2,1,1,5,1,5,1,5,5,3,2,2,4,1,5,4,5,2,4,4,1,2,4,5,5,4,5,5,4,4,4,3,3,yes,no,Other,2.8,2.466666667,3.6,3.6,0.939,Very High Human Development
46,Australia,20,3,No Kids,ltuni,6,10000,Web Communications,3,3,Medium-Sized,Single,0,0,4,4,4,4,4,3,2,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,5,5,2,4,4,4,3,2,4,3,2,4,3,4,4,4,3,1,2,1,1,1,yes,yes,Other,4,3.6,3.55,1.2,0.939,Very High Human Development
47,Australia,37.5,3,No Kids,deg,3,67500,Medical Practitioner,17,0,Large-City,Single,0,0,4,4,5,4,4,3,2,5,4,4,3,4,4,4,4,4,4,4,3,4,4,3,5,4,3,3,4,5,4,4,4,4,3,4,4,5,5,3,5,4,1,1,1,2,2,yes,yes,Other,4.2,3.733333333,4,1.4,0.939,Very High Human Development
48,Australia,24,3,No Kids,ma,6,10000,NA,0,3,Large-City,Single,0,0,4,4,2,2,2,3,1,3,2,2,5,2,3,2,3,1,1,4,1,2,4,1,2,2,2,2,3,3,3,1,3,4,2,2,5,2,3,5,5,2,4,4,4,3,3,yes,no,Other,2.8,2.333333333,2.8,3.6,0.939,Very High Human Development
49,Australia,32.5,2,Yes Kids,ma,3,67500, veterinarian,7,0,Small City,Married,1,0,4,5,3,3,3,2,2,5,2,2,1,5,3,1,5,3,2,5,2,5,5,1,3,3,4,3,5,3,5,2,1,5,4,3,5,5,4,5,5,5,4,4,4,4,5,yes,yes,Other,3.6,3,3.8,4.2,0.939,Very High Human Development
50,Australia,28,2,No Kids,ma,3,150000,Management Consultant & Entrepreneur,1,0,Large-City,Married,0,0,3,2,1,1,1,1,1,3,3,1,1,2,3,1,3,4,2,4,2,3,4,1,1,3,1,4,3,1,3,1,2,3,2,2,4,2,1,4,3,4,5,5,3,5,5,yes,no,Consultant,1.6,2.266666667,2.45,4.6,0.939,Very High Human Development
51,Australia,45,3,Yes Kids,deg,3,55000,Technical officer,1,9,Large-City,Married,2,0,3,3,3,1,1,1,1,2,3,2,1,1,3,1,2,1,3,2,2,2,2,2,4,1,1,1,1,2,4,1,3,2,1,3,3,3,3,3,1,2,3,4,4,4,3,yes,no,Other,2.2,1.8,2.15,3.6,0.939,Very High Human Development
52,Australia,32.5,3,No Kids,ltuni,3,45000,Service co-ordinator,0,7,Large-City,Single,0,0,4,4,4,3,3,4,5,3,5,3,4,5,4,3,4,4,5,4,4,4,5,4,4,5,4,5,4,4,4,3,4,4,4,4,3,4,4,4,4,5,1,1,2,1,3,yes,yes,Other,3.6,4.066666667,4.1,1.6,0.939,Very High Human Development
53,Australia,45,3,Yes Kids,ma,3,87500,NA,2,0,Village,Separated,2,1,2,4,3,3,3,3,2,5,1,4,3,1,2,2,2,3,3,4,1,4,4,4,5,5,5,3,5,3,5,1,5,4,4,5,4,2,4,5,5,5,1,2,3,2,3,yes,yes,Other,3,2.666666667,4.15,2.2,0.939,Very High Human Development
54,Australia,55,3,No Kids,lthigh,7,15000,NA,6,6,Rural/Country,Divorced,0,0,3,3,2,3,3,1,1,1,2,3,2,2,3,3,3,1,1,2,1,3,4,2,2,3,2,2,4,3,4,1,2,4,1,1,3,2,3,4,3,4,2,1,1,1,1,no,,Other,2.8,1.933333333,2.7,1.2,0.939,Very High Human Development
55,Australia,16.5,2,No Kids,high,6,10000,NA,0,0,Village,,0,0,3,4,4,1,1,1,4,3,5,5,4,5,5,5,5,3,5,5,5,3,5,2,2,5,5,1,5,3,5,5,5,5,3,5,5,5,4,5,5,4,1,1,1,4,3,yes,yes,Other,2.6,4.2,4.2,2,0.939,Very High Human Development
56,Australia,28,2,No Kids,deg,3,55000,NA,1,4,8,,0,0,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,3,3,2,3,2,2,2,2,3,3,2,4,3,3,2,2,3,3,3,2,3,3,4,3,4,2,yes,no,Other,2.2,2.066666667,2.6,3.2,0.939,Very High Human Development
57,Australia,45,2,No Kids,deg,3,35000,NA,0,9,Medium-Sized,Single,0,0,5,3,3,3,3,1,1,5,2,2,4,2,2,2,3,2,2,1,1,1,5,4,1,2,2,3,3,3,3,3,2,3,5,4,3,4,2,5,5,5,1,3,1,2,2,yes,yes,Other,3.4,2.066666667,3.35,1.8,0.939,Very High Human Development
58,Australia,45,2,No Kids,ma,3,67500,NA,2,0,Village,Married,0,0,3,3,3,3,3,3,1,2,1,2,1,1,3,1,2,2,2,3,1,2,3,3,3,3,4,2,2,3,4,1,2,4,3,3,2,4,3,4,4,4,2,3,3,2,2,yes,no,Other,3,1.8,3.05,2.4,0.939,Very High Human Development
59,Australia,23,2,No Kids,ltuni,6,10000,NA,NA,0,Village,Single,0,0,5,5,5,5,5,1,2,2,5,5,5,5,5,5,5,5,5,5,1,5,4,3,3,5,5,5,5,5,5,5,5,5,2,4,5,4,5,5,5,5,1,1,1,1,1,yes,yes,Other,5,4.066666667,4.5,1,0.939,Very High Human Development
60,Australia,45,2,Yes Kids,deg,3,55000,NA,6,0,Medium-Sized,Divorced,1,2,3,3,2,2,2,1,1,1,3,2,1,3,2,2,3,2,1,2,2,2,4,4,1,1,2,1,4,3,4,2,3,3,2,3,2,3,4,4,2,2,1,3,2,2,2,yes,no,Other,2.4,1.866666667,2.7,2,0.939,Very High Human Development
61,Australia,16.5,2,No Kids,deg,7,NA,NA,0,4,Rural/Country,Single,0,0,4,4,4,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,2,2,2,5,4,2,4,4,4,4,4,2,3,4,4,1,4,3,4,4,yes,yes,Other,4,3.8,3.3,3.2,0.939,Very High Human Development
62,Australia,16.5,3,No Kids,lthigh,6,10000,NA,10,5,Village,Single,0,0,4,5,2,3,3,1,1,3,4,2,4,2,4,2,4,1,2,3,2,2,4,1,4,5,1,1,2,2,4,2,2,4,4,4,4,3,2,5,4,3,3,3,4,5,2,yes,no,Other,3.4,2.466666667,3.05,3.4,0.939,Very High Human Development
63,Australia,32.5,3,No Kids,ma,3,35000,NA,1,0,Village,Single,0,0,5,5,5,5,5,1,3,3,3,3,3,5,5,4,5,5,3,3,3,5,5,5,3,5,5,1,5,5,5,3,5,5,3,3,1,3,3,5,5,5,1,1,1,1,1,yes,yes,Other,5,3.6,4,1,0.939,Very High Human Development
64,Australia,19,2,No Kids,high,6,10000,NA,0,5,Large Town,Single,0,0,4,3,2,1,1,1,1,3,1,1,1,1,5,1,1,4,2,4,1,1,1,1,2,3,2,2,1,3,3,2,4,1,2,2,2,2,2,3,1,2,4,4,4,3,4,no,no,Other,2.2,1.866666667,2.05,3.8,0.939,Very High Human Development
