"","ID","DP_1","DP_2","DP_3","DP_4","DP_5","AIP_1","AIP_2","AIP_3","AIP_4","AIP_5","AIP_6","AIP_7","AIP_8","AIP_9","AIP_10","AIP_11","AIP_12","AIP_13","AIP_14","AIP_15","GP_1","GP_2","GP_3","GP_4","GP_5","GP_6","GP_7","GP_8","GP_9","GP_10","GP_11","GP_12","GP_13","GP_14","GP_15","GP_16","GP_17","GP_18","GP_19","GP_20","SWLS_1","SWLS_2","SWLS_3","SWLS_4","SWLS_5","Self_Score","Others_Score","DP_Avg","AIP_Avg","GP_Avg","SWLS_Avg","Country_Res","Age","Gender","Kids","Edu","Work_Status","Annual_Inc","Current_Occ","Employ_Yrs","Employ_Mths","Comm_Size","Married","Num_sons","Num_daught","HDI","HDI_Cat"
"77",77,2,1,1,2,1,1,1,3,2,1,1,1,1,3,1,2,2,1,1,1,3,3,1,1,1,1,2,1,3,1,5,3,2,2,1,4,4,1,1,1,4,4,4,4,4,"no","no",1.4,1.46667,2.05,4,"Andorra",80,"Male","No","ma","retired",45000,"retired",17,0,"Medium-Sized","Single",1,0,0.858,"Very High"
"78",78,2,2,2,2,2,1,2,3,2,2,2,2,3,2,2,4,4,3,2,2,3,2,2,2,2,2,3,3,3,2,2,3,2,2,2,3,4,3,2,4,3,4,4,4,3,"no","no",2,2.4,2.55,3.6,"Andorra",55,"Male","Yes","ma","full-time",250000,"Finance",23,0,"Large-City","Married",1,5,0.858,"Very High"
"79",79,5,5,5,5,5,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,3,5,4,4,4,4,3,3,5,3,4,4,5,4,3,3,4,4,3,"yes","yes",5,3.8,3.75,3.4,"Slovenia",45,"Female","No","deg","full-time",55000,"Translator",14,0,"Medium-Sized","Single",1,0,0.89,"Very High"
"80",80,4,4,5,5,5,1,1,1,2,5,5,4,5,4,5,4,2,1,2,3,4,3,3,1,3,4,4,4,5,3,2,4,1,3,5,4,4,4,5,3,2,2,2,3,2,"yes","yes",4.6,3,3.45,2.2,"Slovenia",32.5,"Male","Yes","ma","full-time",45000,"manager",2,0,"Medium-Sized","Married",7,0,0.89,"Very High"
"81",81,5,5,4,4,4,4,5,5,4,3,5,4,5,4,5,4,4,4,4,4,5,4,4,5,5,3,4,4,4,4,1,4,4,4,5,5,4,5,3,4,4,4,4,4,4,"yes","yes",4.4,4.26667,4.05,4,"Slovenia",21,"Male","No","ltuni","student",10000,NA,2,7,"Medium-Sized","Single",1,0,0.89,"Very High"
"82",82,1,3,1,1,1,1,1,1,2,1,1,2,3,1,3,1,1,3,1,1,5,1,1,3,2,2,4,2,1,2,5,3,1,3,4,2,2,4,5,5,4,4,5,5,5,"no","no",1.4,1.53333,2.85,4.6,"Slovenia",21,"Female","No","ltuni","student",NA,NA,0,0,"Village","Single",1,0,0.89,"Very High"
"83",83,4,5,3,3,3,1,1,1,1,2,1,3,5,1,5,5,1,3,1,5,5,4,2,5,1,1,5,2,5,1,5,5,3,3,4,4,2,5,5,5,2,4,1,1,1,"yes","yes",3.6,2.4,3.6,1.8,"Slovenia",21,"Female","No","ltuni","student",10000,NA,0,0,"Small City","Single",1,0,0.89,"Very High"
"84",84,5,5,5,5,5,4,1,3,4,4,5,5,4,3,5,3,1,5,1,4,5,3,5,4,5,4,5,4,5,2,2,5,5,4,5,4,5,5,5,4,1,1,2,2,1,"yes","yes",5,3.46667,4.3,1.4,"Slovenia",21,"Male","No","ltuni","student",10000,NA,0,0,"Small Town","Single",1,0,0.89,"Very High"
"85",85,4,4,4,3,4,2,3,4,3,3,4,2,3,2,3,3,2,2,4,5,2,1,2,2,3,1,2,3,4,4,2,4,4,2,4,4,1,3,1,2,2,3,3,2,1,"yes","no",3.8,3,2.55,2.2,"Russia",37.5,"Male","No","ma","full-time",67500,"Technical director",1,2,"Large-City","Married",1,0,0.804,"Very High"
"86",86,1,3,2,1,1,1,2,1,1,1,3,1,5,1,1,1,3,1,4,1,3,1,1,1,1,1,1,5,1,3,2,1,2,3,2,1,1,2,4,2,1,3,3,1,2,"no","no",1.6,1.8,1.9,2,"Barbados",23,"Female","No","deg","student",NA,NA,3,0,"Small Town","Single",1,0,0.795,"High"
"87",87,2,3,3,2,2,3,2,2,3,2,3,3,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,4,2,3,4,4,4,4,3,3,3,2,2,1,"yes","yes",2.4,2.66667,3.2,2.2,"Philippines",24,"Female","No","deg","student",NA,NA,0,0,"Large-City","Single",1,0,0.682,"Medium"
"88",88,3,3,2,2,2,3,3,5,4,2,1,3,3,2,3,4,3,3,2,2,3,1,4,2,2,2,2,2,3,2,2,3,2,3,3,4,4,4,2,4,3,3,2,2,2,"no","no",2.4,2.86667,2.7,2.4,"Philippines",55,"Male","No","ltuni","part-time",NA,"audio engineer",17,0,"Large-City","Divorced",1,0,0.682,"Medium"
"89",89,4,5,5,4,4,2,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,4,5,5,4,5,5,5,2,4,5,2,5,5,5,5,5,5,4,2,4,2,4,5,"yes","yes",4.4,4.6,4.45,3.4,"Philippines",28,"Female","Yes","deg","full-time",10000,"Research Associate",7,3,"Large Town","Married",1,1,0.682,"Medium"
"90",90,2,3,2,2,2,1,1,4,3,4,3,4,4,2,4,2,3,3,2,3,4,1,2,2,2,4,3,4,4,4,3,4,3,3,3,4,2,4,4,4,3,4,4,2,4,"yes","yes",2.2,2.86667,3.2,3.4,"Philippines",45,"Male","No","deg","part-time",55000,"Controller",9,8,"Medium-Sized","Single",1,0,0.682,"Medium"
"91",91,5,5,5,4,4,5,5,5,4,5,5,5,5,1,5,4,5,5,4,5,5,2,3,4,4,5,2,5,5,5,2,5,5,5,5,4,5,5,4,4,2,2,1,2,1,"yes","yes",4.6,4.53333,4.2,1.6,"Philippines",37.5,"Female","Yes","deg","part-time",10000,"businesswoman",4,10,"Small City","Married",1,1,0.682,"Medium"
"92",92,4,3,4,2,4,4,2,5,4,3,1,5,3,3,4,4,3,5,2,5,4,4,2,4,4,3,2,2,4,5,4,4,1,5,4,5,5,4,5,4,4,5,4,3,5,"yes","yes",3.4,3.53333,3.75,4.2,"Philippines",19,"Male","No","ltuni","student",10000,NA,0,4,"Village","Single",1,0,0.682,"Medium"
"93",93,3,3,3,2,2,3,2,3,3,3,3,3,2,3,3,3,3,4,2,2,3,3,3,3,3,3,2,2,3,4,3,5,3,3,3,5,4,3,3,3,3,3,4,4,3,"yes","yes",2.6,2.8,3.2,3.4,"Philippines",45,"Female","Yes","dip","full-time",87500,NA,6,3,"Small Town","Married",8,4,0.682,"Medium"
"94",94,3,3,3,2,2,4,4,3,3,2,2,3,3,2,2,3,3,4,2,3,3,3,4,4,2,4,2,3,4,4,3,3,4,3,3,3,2,3,2,3,2,2,1,2,2,"yes","yes",2.6,2.86667,3.1,1.8,"Philippines",23,"Male","No","deg","part-time",10000,NA,2,3,NA,"Single",1,0,0.682,"Medium"
"95",95,3,4,2,2,2,1,1,1,1,3,5,2,4,1,1,2,1,2,1,5,5,1,2,3,4,1,5,2,5,1,5,5,1,1,4,5,5,4,5,4,3,4,2,4,3,"yes","no",2.6,2.06667,3.4,3.2,"Philippines",19,"Female","No","deg","student",NA,NA,0,0,"Village","Single",1,0,0.682,"Medium"
"96",96,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"yes","no",3,3,3,3,"Philippines",20,"Male","No","deg","student",15000,NA,0,2,NA,"Single",1,0,0.682,"Medium"
"97",97,5,5,5,5,5,1,1,1,5,5,5,5,1,5,5,1,1,1,5,5,5,5,1,1,5,1,5,1,5,5,1,5,1,1,1,5,5,1,5,1,5,5,5,5,5,"yes","yes",5,3.13333,3,5,"Philippines",28,"Female","Yes","ltuni","unemployed",10000,NA,3,4,"Large-City","Single",8,0,0.682,"Medium"
"98",98,5,5,3,5,5,5,5,5,1,5,3,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",4.6,4.33333,5,1,"Malaysia",45,"Female","No","deg","part-time",25000,"Financial Advisor",0,6,"Large Town","Divorced",1,0,0.789,"High"
"99",99,4,4,4,3,3,1,3,4,4,3,3,5,5,3,5,2,4,5,3,2,3,1,3,5,5,5,2,4,4,3,3,5,4,4,5,5,5,4,3,4,2,2,3,2,2,"yes","yes",3.6,3.46667,3.85,2.2,"Malaysia",20,"Female","No","deg","student",10000,NA,0,0,"Medium-Sized","Single",1,0,0.789,"High"
"100",100,5,5,5,4,4,1,1,3,5,5,1,5,5,5,5,1,1,3,3,5,5,3,3,4,2,3,1,4,5,4,3,5,2,4,4,3,3,4,5,4,3,5,3,3,1,"yes","yes",4.6,3.26667,3.55,3,"Malaysia",16.5,"Male","No","high","student",10000,NA,0,0,"Large-City","Single",1,0,0.789,"High"
"101",101,3,2,3,2,2,1,2,4,2,3,1,1,3,2,3,4,3,4,2,2,3,2,4,3,4,3,3,4,4,3,5,3,3,4,3,5,5,4,3,5,3,4,4,3,3,"no","no",2.4,2.46667,3.65,3.4,"Malaysia",32.5,"Male","Yes","phd","full-time",45000,NA,3,0,"Village","Married",8,0,0.789,"High"
"102",102,3,1,5,1,1,1,3,5,5,2,5,5,4,1,5,1,1,1,3,1,2,1,1,3,1,3,1,1,2,1,5,1,1,3,3,5,5,2,3,1,4,4,4,3,3,"yes","no",2.2,2.86667,2.25,3.6,"Malaysia",20,"Male","No","deg","student",NA,NA,2,0,"Village","Single",1,0,0.789,"High"
"103",103,4,2,4,4,3,4,4,2,4,4,4,5,4,4,3,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,3,5,5,4,1,1,2,1,2,"yes","yes",3.4,3.8,4.05,1.4,"Greece",24,"Male","No","deg","unemployed",10000,NA,0,0,"Large-City","Single",1,0,0.866,"Very High"
"104",104,5,2,1,2,3,1,2,2,5,5,4,5,5,2,5,2,5,5,5,3,4,1,3,3,4,3,3,3,3,3,2,4,1,2,4,4,3,4,5,3,3,4,4,4,5,"yes","yes",2.6,3.73333,3.1,4,"Greece",24,"Male","No","phd","full-time",15000,"IT",0,6,"Large-City","Single",1,0,0.866,"Very High"
"105",105,4,3,4,3,3,2,1,3,1,3,3,5,4,3,4,4,1,4,1,3,4,2,2,4,1,1,1,2,4,2,2,4,3,3,2,4,3,4,4,4,4,4,5,3,4,"yes","yes",3.4,2.8,2.8,4,"Greece",20,"Male","No","ltuni","part-time",NA,"Programmer",0,3,"Large-City","Single",1,0,0.866,"Very High"
"106",106,3,4,4,3,3,3,2,4,4,4,3,2,5,4,3,5,2,4,2,4,4,2,4,5,5,5,3,4,3,2,4,2,3,2,4,5,4,4,5,4,1,2,2,1,1,"yes","no",3.4,3.4,3.7,1.4,"Greece",37.5,"Male","Yes","high","full-time",25000,"airport ground handler",9,0,"Medium-Sized","Separated",8,4,0.866,"Very High"
"107",107,5,5,3,4,4,3,4,4,4,5,5,3,4,5,5,3,3,5,3,5,5,3,4,5,3,5,4,3,5,4,5,5,3,3,4,5,5,4,5,4,2,2,3,1,1,"yes","yes",4.2,4.06667,4.2,1.8,"Greece",32.5,"Male","No","ma","full-time",25000,"Computer Programmer",2,6,"Large-City","Single",1,0,0.866,"Very High"
"108",108,4,4,4,3,3,1,1,1,2,2,4,5,4,3,3,4,2,2,1,2,3,2,1,1,1,2,3,3,5,1,5,3,1,1,3,3,2,3,3,3,1,1,1,1,4,"yes","no",3.6,2.46667,2.45,1.6,"Greece",67.5,"Male","Yes","phd","retired",25000,NA,0,0,"Village","Married",8,1,0.866,"Very High"
"109",109,2,4,5,4,4,4,2,5,1,5,1,4,4,2,4,5,4,2,1,5,4,1,4,1,5,5,5,4,4,1,5,3,5,4,5,3,2,2,5,4,2,2,3,2,2,"yes","yes",3.8,3.26667,3.6,2.2,"Greece",37.5,"Male","No","ma","full-time",67500,NA,14,0,"Village","Single",1,0,0.866,"Very High"
"110",110,5,5,4,3,3,4,4,4,4,4,4,5,5,4,4,3,4,4,4,3,4,1,2,3,5,1,4,4,4,3,3,4,4,3,1,2,3,2,4,5,4,4,5,4,5,"yes","yes",4,4,3.1,4.4,"Greece",24,"Female","No","ltuni","student",10000,NA,6,0,"Small Town","Single",1,0,0.866,"Very High"
"111",111,4,3,2,2,1,1,2,2,2,4,5,1,4,3,5,1,4,3,1,1,4,4,4,3,1,2,4,4,5,3,3,5,2,3,4,4,3,5,5,4,2,4,2,2,3,"yes","yes",2.4,2.6,3.6,2.6,"Greece",25,"Male","No","ltuni","student",NA,NA,0,0,"Village","Single",1,0,0.866,"Very High"
"112",112,4,3,2,3,3,3,2,5,5,3,5,5,5,5,5,5,3,5,1,5,5,4,5,5,5,5,5,4,5,5,4,5,5,4,5,5,3,5,5,5,1,3,1,1,5,"yes","yes",3,4.13333,4.7,2.2,"Greece",24,"Male","No","deg","student",NA,NA,0,0,"Village","Single",1,0,0.866,"Very High"
"113",113,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,1,2,1,1,3,1,1,1,2,1,3,2,3,1,2,3,1,1,3,3,3,4,4,5,4,4,4,5,2,"yes","no",1,1.4,2.35,3.8,"Denmark",45,"Female","No","ltuni","part-time",15000," teacher",0,4,"Medium-Sized","Married",1,0,0.925,"Very High"
"114",114,4,4,2,3,3,1,1,4,4,4,5,4,3,4,4,4,3,2,2,3,4,3,4,2,3,2,3,4,3,2,3,4,2,2,3,3,2,3,4,4,4,4,5,4,3,"yes","yes",3.2,3.2,3,4,"Denmark",28,"Female","No","deg","student",35000,NA,0,0,"Medium-Sized","Married",1,0,0.925,"Very High"
"115",115,4,4,4,3,3,1,1,2,2,4,5,4,4,3,4,2,3,2,2,1,4,1,3,4,2,1,4,4,4,2,4,4,1,2,4,4,3,4,4,4,2,2,2,2,2,"yes","yes",3.6,2.66667,3.15,2,"Denmark",28,"Female","No","ma","student",15000,NA,0,0,"Small Town",NA,1,0,0.925,"Very High"
"116",116,5,4,4,3,3,1,3,5,5,4,5,5,1,5,5,1,4,4,1,1,5,1,3,1,1,1,4,3,4,3,3,4,5,3,1,5,4,5,4,5,1,1,1,2,2,"yes","yes",3.8,3.33333,3.25,1.4,"Denmark",45,"Male","Yes","ma","full-time",67500,NA,1,0,"Large Town","Married",8,3,0.925,"Very High"
"117",117,3,3,3,2,2,1,1,2,3,2,5,3,3,3,4,2,2,1,2,2,3,2,4,2,3,1,3,3,4,2,3,4,1,3,3,3,2,3,4,3,4,5,4,3,2,"yes","no",2.6,2.4,2.8,3.6,"Denmark",37.5,"Male","No","ma","student",10000,NA,0,0,"Small Town","Married",1,0,0.925,"Very High"
"118",118,4,3,2,1,1,1,1,5,3,3,3,2,4,2,2,1,2,3,2,3,3,3,3,2,3,2,3,3,3,2,4,4,2,2,4,4,3,4,2,2,2,4,3,3,3,"yes","no",2.2,2.46667,2.9,3,"Denmark",37.5,"Male","Yes","ma","full-time",87500,NA,4,8,"Village","Married",1,2,0.925,"Very High"
"119",119,3,3,3,3,3,2,2,3,3,3,3,3,4,3,3,2,2,3,2,2,3,3,3,2,3,4,4,3,3,3,4,3,2,3,3,4,4,3,4,3,4,4,4,3,3,"yes","no",3,2.66667,3.2,3.6,"Denmark",45,"Female","Yes","ltuni","full-time",55000,NA,0,3,"Village","Married",8,1,0.925,"Very High"
"120",120,2,4,2,2,2,1,1,3,3,3,5,3,5,2,4,1,3,3,2,3,4,2,2,2,3,1,3,4,4,2,4,3,2,3,4,5,3,4,2,4,3,3,4,4,5,"yes","no",2.4,2.8,3.05,3.8,"Denmark",32.5,"Female","No","deg","student",NA,NA,0,0,"Small Town","Single",1,0,0.925,"Very High"
"121",121,5,5,4,4,4,4,2,2,3,3,3,4,3,3,3,3,3,5,3,5,5,2,3,5,5,4,3,3,4,3,4,4,4,3,5,3,3,5,5,5,3,3,3,3,2,"yes","yes",4.4,3.26667,3.9,2.8,"Denmark",45,"Female","Yes","ma","full-time",55000,NA,0,0,"Village","Divorced",1,1,0.925,"Very High"
"122",122,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,5,1,2,1,1,1,1,2,5,5,2,2,1,2,2,4,2,1,3,1,1,1,2,2,3,4,3,1,4,4,"no","no",1.4,1.53333,2.15,3.2,"Spain",22,"Male","No","ltuni","student",10000,"Computer Science",5,6,"Large-City","Single",1,0,0.884,"Very High"
"123",123,5,5,1,4,4,4,4,5,1,5,5,4,5,4,5,4,4,5,4,3,5,1,4,5,3,4,5,5,5,3,2,4,4,5,4,5,5,5,5,5,2,3,2,2,1,"yes","yes",3.8,4.13333,4.2,2,"Spain",21,"Male","No","high","student",10000,NA,17,0,"Medium-Sized","Single",1,0,0.884,"Very High"
"124",124,5,5,5,5,5,5,2,2,5,5,4,5,5,5,5,5,2,4,3,5,5,5,5,5,3,2,5,5,5,4,1,5,4,5,4,5,4,5,5,5,1,1,1,1,1,"yes","yes",5,4.13333,4.35,1,"Spain",22,"Male","No","grade","unemployed",10000,"Unemployed",0,0,"Large Town","Single",1,0,0.884,"Very High"
"125",125,4,4,3,2,2,3,1,4,3,4,2,5,5,2,3,2,1,4,1,2,5,2,3,4,2,4,3,4,5,2,3,4,1,4,5,3,2,4,3,4,2,3,4,4,3,"yes","yes",3,2.8,3.35,3.2,"Spain",20,"Male","No","ltuni","student",10000,NA,13,0,"Small City","Single",1,0,0.884,"Very High"
"126",126,5,3,2,2,2,1,2,3,3,2,2,2,3,3,3,4,3,2,2,1,2,1,3,3,2,4,4,2,5,2,4,5,1,2,3,5,3,2,2,2,3,3,4,5,4,"yes","yes",2.8,2.4,2.85,3.8,"Spain",24,"Female","No","deg","part-time",15000,"EFL Teacher/ Professional Researcher",2,4,"Large Town","Single",1,0,0.884,"Very High"
"127",127,4,3,4,3,3,1,1,3,2,2,2,1,3,4,3,2,1,2,1,2,3,2,2,3,3,3,3,3,4,2,4,3,2,2,3,2,2,4,3,3,3,3,3,3,3,"no","no",3.4,2,2.8,3,"Spain",37.5,"Male","No","ma","full-time",55000,NA,7,10,"Large-City","Single",1,0,0.884,"Very High"
"128",128,5,4,4,4,4,1,1,5,3,5,5,5,5,5,5,3,2,3,2,5,5,3,4,4,1,1,3,5,5,4,2,4,2,2,5,5,5,5,5,3,1,1,1,1,2,"yes","yes",4.2,3.66667,3.65,1.2,"Spain",45,"Male","No","ltuni","full-time",35000,NA,2,0,"Medium-Sized","Single",1,0,0.884,"Very High"
"129",129,4,4,3,3,3,1,2,3,3,3,5,3,3,3,3,3,1,2,1,3,3,3,3,2,3,3,3,4,3,2,3,3,1,3,3,4,4,4,4,3,2,3,3,3,2,"yes","no",3.4,2.6,3.05,2.6,"Spain",45,"Male","Yes","phd","full-time",150000,"Doctor; Physician",14,0,"Large-City","Married",3,0,0.884,"Very High"
"130",130,4,4,1,2,2,5,2,3,3,3,5,4,5,2,4,4,3,5,2,3,4,4,3,5,3,2,4,3,4,5,3,4,4,2,5,5,5,5,1,3,2,2,2,4,2,"yes","no",2.6,3.53333,3.7,2.4,"Spain",32.5,"Female","Yes","ma","full-time",15000,NA,5,0,"Small Town","Married",7,1,0.884,"Very High"
"131",131,5,5,5,5,5,2,5,1,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,4,2,5,5,5,5,1,5,1,3,5,5,5,5,5,5,2,2,3,2,2,"yes","yes",5,4.33333,4.3,2.2,"Spain",16.5,"Male","No","lthigh","student",NA,NA,3,0,"Rural/Country","Single",1,0,0.884,"Very High"
"132",132,4,4,2,4,3,2,3,5,4,4,4,5,2,4,4,2,3,2,4,4,5,2,4,1,4,3,4,2,4,2,2,4,1,2,4,4,3,5,5,4,3,5,2,3,1,"yes","yes",3.4,3.46667,3.25,2.8,"Spain",37.5,"Male","No","ma","part-time",15000,NA,0,7,"Village","Single",1,0,0.884,"Very High"
"133",133,3,3,5,3,3,1,1,4,2,2,2,3,2,2,3,4,2,2,2,2,3,3,3,5,3,3,3,4,3,1,3,4,3,4,3,3,2,4,3,3,3,2,3,3,3,"yes","4",3.4,2.26667,3.15,2.8,"Spain",45,"Male","Yes","phd","full-time",35000,NA,6,0,"Village","Married",7,1,0.884,"Very High"
"134",134,4,4,4,4,4,4,2,5,5,5,5,5,4,4,4,5,3,4,3,5,4,4,4,5,5,2,4,3,4,4,3,4,3,3,5,5,4,5,5,5,3,3,3,3,3,"yes","no",4,4.2,4.05,3,"Spain",37.5,"Female","Yes","deg","full-time",35000,NA,4,6,"Small Town","Single",8,0,0.884,"Very High"
"135",135,5,5,4,4,4,4,5,4,5,5,4,5,5,4,5,5,5,4,5,5,5,3,4,5,5,5,5,4,5,3,4,5,3,5,5,5,5,5,5,5,1,3,3,1,2,"yes","yes",4.4,4.66667,4.55,2,"Spain",28,"Male","No","high","full-time",25000,NA,4,0,"Small Town","Single",1,0,0.884,"Very High"
"136",136,4,3,3,2,2,2,4,5,5,5,4,5,4,5,5,3,4,4,4,3,5,1,3,5,2,2,4,3,5,4,4,4,3,5,4,5,4,5,5,5,3,3,3,3,3,"yes","yes",2.8,4.13333,3.9,3,"Chile",32.5,"Male","Yes","ma","full-time",45000,"Editor",3,2,"Large-City","Married",1,1,0.847,"Very High"
"137",137,3,3,2,2,2,1,1,3,4,2,1,2,3,2,3,3,2,2,1,3,3,3,5,5,5,4,2,2,2,3,2,2,1,2,3,1,1,5,3,4,4,4,4,4,3,"no","no",2.4,2.2,2.9,3.8,"Chile",45,"Female","No","ma","full-time",25000,NA,14,0,"Village","Married",1,0,0.847,"Very High"
"138",138,3,4,4,4,4,4,4,4,5,4,4,4,4,4,5,3,5,4,4,5,4,4,4,5,4,4,5,4,4,4,5,4,4,3,4,4,4,5,5,5,2,1,4,2,1,"yes","yes",3.8,4.2,4.25,2,"Chile",23,"Male","No","ltuni","student",10000,NA,4,6,"Small Town","Single",1,0,0.847,"Very High"
"139",139,3,3,3,3,3,2,2,4,2,3,2,3,3,2,3,3,2,2,2,3,3,3,4,4,3,3,3,3,4,4,2,3,2,4,3,4,3,3,4,3,2,3,2,3,2,"yes","yes",3,2.53333,3.25,2.4,"Chile",45,"Male","Yes","dip","full-time",150000,NA,9,0,"Village","Separated",7,0,0.847,"Very High"
"140",140,3,3,3,3,3,1,2,4,3,4,2,3,4,2,4,4,3,3,2,2,3,4,4,4,3,2,3,4,4,2,3,3,2,2,4,3,3,4,3,4,2,2,3,2,2,"yes","no",3,2.86667,3.2,2.2,"Finland",55,"Female","No","dip","full-time",35000,"Software Developer",23,0,"Village","Single",1,0,0.895,"Very High"
"141",141,5,5,5,5,5,3,2,4,4,5,5,5,5,5,5,2,5,2,3,5,4,1,3,5,5,2,5,5,5,2,2,5,4,4,5,5,4,5,5,5,2,3,2,1,1,"yes","yes",5,4,4.05,1.8,"Finland",28,"Male","No","ltuni","student",10000,NA,0,0,"Medium-Sized","Single",1,0,0.895,"Very High"
"142",142,3,2,2,2,2,1,2,2,4,4,2,4,3,3,3,1,4,2,3,3,4,1,3,4,2,3,3,3,4,1,4,4,1,1,3,2,3,3,4,4,3,3,3,4,2,"yes","yes",2.2,2.73333,2.85,3,"Finland",16.5,"Female","No","ltuni","student",10000,NA,0,0,"Medium-Sized","Single",1,0,0.895,"Very High"
"143",143,3,4,5,3,3,2,2,2,4,4,4,2,4,3,4,2,3,4,3,2,3,1,4,3,3,3,4,4,4,4,2,4,3,4,4,4,4,5,5,5,2,4,1,1,1,"yes","no",3.6,3,3.65,1.8,"Finland",16.5,"Female","No","lthigh","student",NA,NA,0,0,"Village","Single",1,0,0.895,"Very High"
"144",144,3,1,3,1,3,1,1,2,4,3,2,2,2,1,4,2,1,1,1,3,3,1,2,4,1,1,1,1,1,2,3,1,1,1,1,1,1,2,3,2,3,4,3,4,3,"no","yes",2.2,2,1.65,3.4,"Finland",45,"Male","Yes","ma","full-time",45000,NA,5,0,"Large Town","Divorced",1,1,0.895,"Very High"
"145",145,5,5,5,5,5,2,2,2,5,5,4,4,4,3,5,2,4,4,4,5,5,5,5,2,3,3,4,5,5,5,5,5,3,2,5,4,5,4,5,5,1,1,1,1,1,"yes","yes",5,3.66667,4.25,1,"Finland",55,"Female","Yes","ma","full-time",10000,NA,0,4,"Small Town","Divorced",3,0,0.895,"Very High"
"146",146,5,5,5,5,5,4,4,5,4,5,3,5,5,5,5,4,5,5,5,5,4,4,4,4,5,4,5,5,5,4,4,5,4,4,5,5,4,5,5,5,2,2,2,2,2,"yes","yes",5,4.6,4.5,2,"Finland",28,"Female","No","deg","part-time",15000,NA,0,0,"Large Town","Single",1,0,0.895,"Very High"
"147",147,2,4,4,3,3,1,1,3,4,4,1,3,3,3,5,3,2,3,1,3,4,1,3,2,3,3,3,3,5,4,5,4,2,4,4,3,3,3,4,2,2,1,2,1,1,"yes","yes",3.2,2.66667,3.25,1.4,"Finland",28,"Male","No","deg","unemployed",10000,NA,0,0,"Large Town","Single",1,0,0.895,"Very High"
"148",148,3,2,3,2,2,2,1,5,2,2,1,4,4,1,3,4,2,3,1,3,2,1,4,2,1,2,2,4,3,2,2,3,3,3,3,4,4,4,3,3,4,4,4,3,4,"no","no",2.4,2.53333,2.75,3.8,"Finland",28,"Female","No","phd","full-time",15000,NA,4,0,"Small Town","Single",1,0,0.895,"Very High"
"149",149,5,5,4,4,4,2,1,3,4,5,5,3,2,4,5,2,3,2,3,4,4,2,2,4,4,4,4,4,5,4,3,3,4,4,5,2,3,3,4,5,2,3,2,2,1,"yes","yes",4.4,3.2,3.65,2,"Finland",22,"Male","No","ltuni","student",10000,NA,0,0,"Small Town","Single",1,0,0.895,"Very High"
"150",150,5,5,4,4,4,2,1,3,4,5,5,3,2,4,5,2,3,2,3,4,4,2,2,4,4,4,4,4,5,4,3,3,4,4,5,2,3,3,4,5,2,3,2,2,1,"yes","yes",4.4,3.2,3.65,2,"Finland",22,"Male","No","ltuni","student",10000,NA,0,0,"Small Town","Single",1,0,0.895,"Very High"
"151",151,5,5,5,3,3,1,2,4,5,5,4,5,5,5,5,4,5,2,3,4,5,2,4,5,3,2,4,4,5,3,4,5,3,4,5,4,3,5,3,4,2,2,2,3,2,"yes","yes",4.2,3.93333,3.85,2.2,"Finland",32.5,"Male","Yes","phd","full-time",35000,NA,0,4,"Large Town","Married",1,1,0.895,"Very High"
"152",152,5,5,5,5,5,5,4,5,3,2,4,4,4,3,5,4,3,4,3,4,5,3,5,4,4,4,3,4,5,3,3,4,4,4,4,5,5,4,4,4,3,3,3,2,2,"yes","yes",5,3.8,4.05,2.6,"Finland",32.5,"Male","Yes","ma","full-time",87500,NA,6,0,"Village","Married",7,1,0.895,"Very High"
"153",153,4,4,3,2,2,1,1,5,2,1,1,2,2,2,3,2,1,1,1,1,2,1,1,1,1,1,2,1,4,1,2,4,3,3,3,5,4,3,4,5,3,3,4,4,3,"no","no",3,1.73333,2.55,3.4,"Finland",55,"Male","Yes","deg","full-time",55000,NA,3,3,"Large-City","Married",1,2,0.895,"Very High"
"154",154,5,4,3,4,4,4,4,4,5,5,4,5,4,5,5,4,5,5,5,5,3,4,3,3,4,3,4,3,4,3,3,4,2,3,5,4,4,4,5,4,2,3,2,1,4,"yes","yes",4,4.6,3.6,2.4,"Macao",45,"Male","Yes","deg","full-time",67500,NA,17,0,"Medium-Sized","Married",1,3,NA,NA
"155",155,4,4,4,4,4,2,4,5,1,2,5,4,4,4,4,3,5,3,5,5,5,2,4,2,4,3,3,4,2,4,4,4,3,4,5,4,4,4,4,4,2,3,3,3,4,"yes","yes",4,3.73333,3.65,3,"New Zealand",19,"Female","No","ltuni","student",10000,NA,0,8,"Small City","Single",1,0,0.915,"Very High"
